CountryName,capital,population,coach,Player_Lname,Player_Fname,Height,BirthDate,isCaptain,Position,no_Yellow_cards,no_Red_cards,no_Goals,no_Assists,Year,Host,Winner
Algeria,Algiers,39.9,Vahid Halilhodzic,MANDI,AISSA,184,22-10-1991,FALSE,Defender,0,0,0,0,,,
Algeria,Algiers,39.9,Vahid Halilhodzic,DJABOU,ABDELMOUMENE,168,31-01-1987,FALSE,Forward,0,0,2,1,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,ROMERO,SERGIO,192,22-02-1987,FALSE,Goalkeeper,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,AGUERO,SERGIO,172,02-06-1988,FALSE,Forward,1,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,PALACIO,RODRIGO,175,05-02-1982,FALSE,Forward,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,ALVAREZ,RICARDO,188,12-04-1988,FALSE,Midfielder,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,ZABALETA,PABLO,174,16-01-1985,FALSE,Defender,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,RODRIGUEZ,MAXI,180,02-01-1981,FALSE,Midfielder,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,DEMICHELIS,MARTIN,184,20-12-1980,FALSE,Defender,1,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,ANDUJAR,MARIANO,194,30-07-1983,FALSE,Goalkeeper,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,ROJO,MARCOS,189,20-03-1990,FALSE,Defender,1,0,1,1,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,BIGLIA,LUCAS,175,30-01-1986,FALSE,Midfielder,1,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,MESSI,LIONEL,169,24-06-1987,TRUE,Forward,0,0,4,1,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,MARIA BASANTA,JOSE,188,03-04-1984,FALSE,Defender,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,MASCHERANO,JAVIER,171,08-06-1984,FALSE,Midfielder,1,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,CAMPAGNARO,HUGO,181,27-06-1980,FALSE,Defender,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,HIGUAIN,GONZALO,184,10-12-1987,FALSE,Forward,0,0,1,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,GAGO,FERNANDO,178,10-04-1986,FALSE,Midfielder,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,FERNANDEZ,FEDERICO,190,21-02-1989,FALSE,Defender,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,LAVEZZI,EZEQUIEL,173,03-05-1985,FALSE,Forward,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,GARAY,EZEQUIEL,186,10-10-1986,FALSE,Defender,0,0,0,1,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,PEREZ,ENZO,177,22-02-1986,FALSE,Midfielder,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,FERNANDEZ,AUGUSTO,177,10-04-1986,FALSE,Midfielder,0,0,0,0,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,DI MARIA,ANGEL,178,14-02-1988,FALSE,Midfielder,1,0,1,1,,,
Argentina,Buenos Aires,42.3,Alejandro Sabella,ORION,AGUSTIN,190,26-07-1981,FALSE,Goalkeeper,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,OAR,TOMMY,170,10-12-1991,FALSE,Midfielder,0,0,0,1,,,
Australia,Canberra,23.59,Ange Postecoglou,CAHILL,TIM,180,06-12-1979,FALSE,Forward,2,0,2,0,,,
Australia,Canberra,23.59,Ange Postecoglou,MCGOWAN,RYAN,185,15-08-1989,FALSE,Defender,0,0,0,1,,,
Australia,Canberra,23.59,Ange Postecoglou,BOZANIC,OLIVER,167,08-01-1989,FALSE,Midfielder,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,LANGERAK,MITCH,191,22-08-1988,FALSE,Goalkeeper,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,JEDINAK,MILE,188,03-08-1984,TRUE,Midfielder,2,0,1,0,,,
Australia,Canberra,23.59,Ange Postecoglou,RYAN,MATY,181,08-04-1992,FALSE,Goalkeeper,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,SPIRANOVIC,MATTHEW,188,27-06-1988,FALSE,Defender,1,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,MCKAY,MATT,174,11-01-1983,FALSE,Midfielder,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,LECKIE,MATHEW,181,04-02-1991,FALSE,Forward,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,LUONGO,MASSIMO,176,25-09-1992,FALSE,Midfielder,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,MILLIGAN,MARK,178,04-08-1985,FALSE,Midfielder,1,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,BRESCIANO,MARK,182,11-02-1980,FALSE,Midfielder,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,DAVIDSON,JASON,179,29-06-1991,FALSE,Defender,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,TROISI,JAMES,177,03-07-1988,FALSE,Midfielder,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,HOLLAND,JAMES,180,15-05-1989,FALSE,Midfielder,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,FRANJIC,IVAN,180,10-09-1987,FALSE,Defender,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,GALEKOVIC,EUGENE,186,12-06-1981,FALSE,Goalkeeper,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,VIDOSIC,DARIO,185,08-04-1987,FALSE,Midfielder,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,HALLORAN,BEN,180,14-06-1992,FALSE,Forward,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,WRIGHT,BAILEY,184,28-07-1992,FALSE,Defender,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,WILKINSON,ALEX,183,13-08-1984,FALSE,Defender,0,0,0,0,,,
Australia,Canberra,23.59,Ange Postecoglou,TAGGART,ADAM,172,02-06-1993,FALSE,Forward,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,KOMPANY,VINCENT,190,10-04-1986,TRUE,Defender,1,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,ALDERWEIRELD,TOBY,186,02-03-1989,FALSE,Defender,2,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,VERMAELEN,THOMAS,178,14-11-1985,FALSE,Defender,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,COURTOIS,THIBAUT,198,11-05-1992,FALSE,Goalkeeper,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,DEFOUR,STEVEN,173,15-04-1988,FALSE,Midfielder,0,1,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,MIGNOLET,SIMON,193,06-03-1988,FALSE,Goalkeeper,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,BOSSUT,SAMMY,187,11-08-1985,FALSE,Goalkeeper,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,LUKAKU,ROMELU,190,13-05-1993,FALSE,Forward,0,0,1,1,,,
Belgium,Brussels,11.2,Marc Wilmots,LOMBAERTS,NICOLAS,188,20-03-1985,FALSE,Defender,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,CHADLI,NACER,187,02-08-1989,FALSE,Midfielder,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,DEMBELE,MOUSSA,185,16-07-1987,FALSE,Midfielder,1,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,FELLAINI,MAROUANE,194,22-11-1987,FALSE,Midfielder,0,0,1,0,,,
Belgium,Brussels,11.2,Marc Wilmots,CIMAN,LAURENT,180,05-08-1985,FALSE,Defender,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,MIRALLAS,KEVIN,179,05-10-1987,FALSE,Forward,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,DE BRUYNE,KEVIN,181,28-06-1991,FALSE,Midfielder,0,0,1,2,,,
Belgium,Brussels,11.2,Marc Wilmots,VERTONGHEN,JAN,189,24-04-1987,FALSE,Defender,1,0,1,0,,,
Belgium,Brussels,11.2,Marc Wilmots,HAZARD,EDEN,172,07-01-1991,FALSE,Midfielder,1,0,0,2,,,
Belgium,Brussels,11.2,Marc Wilmots,MERTENS,DRIES,164,06-05-1987,FALSE,Midfielder,0,0,1,0,,,
Belgium,Brussels,11.2,Marc Wilmots,ORIGI,DIVOCK,185,18-04-1995,FALSE,Forward,0,0,1,1,,,
Belgium,Brussels,11.2,Marc Wilmots,VAN BUYTEN,DANIEL,196,07-02-1978,FALSE,Defender,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,WITSEL,AXEL,183,12-01-1989,FALSE,Midfielder,1,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,VANDEN BORRE,ANTHONY,185,24-10-1987,FALSE,Defender,0,0,0,0,,,
Belgium,Brussels,11.2,Marc Wilmots,JANUZAJ,ADNAN,180,05-02-1995,FALSE,Midfielder,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,MISIMOVIC,ZVJEZDAN,180,05-06-1982,FALSE,Midfielder,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,IBISEVIC,VEDAD,189,06-08-1984,FALSE,Forward,3,0,1,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,SUNJIC,TONI,192,15-12-1988,FALSE,Defender,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,SVEN SUSIC,TINO,186,13-02-1992,FALSE,Midfielder,0,0,0,1,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,IBRICIC,SENIJAD,185,26-09-1985,FALSE,Midfielder,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,LULIC,SENAD,183,18-01-1986,FALSE,Midfielder,0,0,0,1,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,SALIHOVIC,SEJAD,182,08-10-1984,FALSE,Midfielder,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,KOLASINAC,SEAD,183,20-06-1993,FALSE,Defender,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,VRANJES,OGNJEN,186,24-10-1989,FALSE,Defender,0,0,1,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,BESIC,MUHAMED,177,10-09-1992,FALSE,Midfielder,1,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,PJANIC,MIRALEM,180,02-04-1990,FALSE,Midfielder,0,0,1,1,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,MUJDZA,MENSUR,184,28-03-1984,FALSE,Midfielder,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,FEJZIC,JASMIN,198,15-05-1986,FALSE,Goalkeeper,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,HAJROVIC,IZET,177,04-08-1991,FALSE,Midfielder,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,MEDUNJANIN,HARIS,188,08-03-1985,FALSE,Midfielder,1,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,BICAKCIC,ERMIN,185,24-01-1990,FALSE,Defender,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,SPAHIC,EMIR,183,18-08-1980,TRUE,Defender,1,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,VISCA,EDIN,172,17-02-1990,FALSE,Forward,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,DZEKO,EDIN,192,17-03-1986,FALSE,Forward,0,0,1,1,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,VRSAJEVIC,AVDIJA,182,06-03-1986,FALSE,Midfielder,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,BEGOVIC,ASMIR,198,20-06-1987,FALSE,Goalkeeper,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,AVDUKIC,ASMIR,190,13-05-1981,FALSE,Goalkeeper,0,0,0,0,,,
Bosnia & Herzegovina,Sarajevo,3.83,Safet Susic,HADZIC,ANEL,184,16-08-1989,FALSE,Midfielder,0,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,DA SILVA,WILLIAN,176,09-08-1988,FALSE,Midfielder,0,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,LEANDRO BAGY,VICTOR,195,21-01-1983,FALSE,Goalkeeper,0,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,SILVA,THIAGO,182,22-09-1984,TRUE,Defender,3,0,1,1,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,SANTOS,RAMIRES,181,24-03-1987,FALSE,Midfielder,1,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,MACIEL JR.,PAULINHO,181,25-07-1988,FALSE,Midfielder,0,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,DOS SANTOS JR.,OSCAR,181,09-09-1991,FALSE,Midfielder,1,0,2,1,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,SANTOS JR.,NEYMAR,175,05-02-1992,FALSE,Forward,1,0,4,1,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,ANDRADE,MAXWELL,177,27-08-1981,FALSE,Defender,0,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,VIEIRA,MARCELO,174,12-05-1988,FALSE,Defender,0,0,0,1,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,SISENANDO,MAICON,186,26-07-1981,FALSE,Defender,0,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,GUSTAVO,LUIZ,188,23-07-1987,FALSE,Midfielder,1,0,0,1,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,CESAR,JULIO,179,03-09-1979,FALSE,Goalkeeper,0,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,SILVA,JO,191,20-03-1987,FALSE,Forward,1,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,GALVAO,JEFFERSON,190,02-01-1983,FALSE,Goalkeeper,0,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,DE SOUSA,HULK,179,25-07-1986,FALSE,Forward,1,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,VIANA LIMA,HERNANES,180,29-05-1985,FALSE,Midfielder,0,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,ADRIANO BUSS,HENRIQUE,186,14-10-1986,FALSE,Defender,0,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,CHAVES GUEDES,FRED,186,03-10-1983,FALSE,Forward,0,0,1,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,LUIZ ROZA,FERNANDINHO,179,04-05-1985,FALSE,Midfielder,1,0,1,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,LUIZ,DAVID,189,22-04-1987,FALSE,Defender,0,0,2,1,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,SANTOS,DANTE,189,18-10-1983,FALSE,Defender,1,0,0,1,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,ALVES,DANI,175,06-05-1983,FALSE,Defender,1,0,0,0,,,
Brazil,Brasilia,202.4,Luiz Felipe Scolari,DUARTE,BERNARD,166,08-09-1992,FALSE,Forward,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,ABOUBAKAR,VINCENT,176,22-01-1992,FALSE,Forward,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,MBIA,STEPHANE,190,20-05-1986,FALSE,Midfielder,1,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,ETOO,SAMUEL,181,10-03-1981,TRUE,Forward,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,NDJOCK,SAMMY,178,25-02-1990,FALSE,Goalkeeper,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,WEBO,PIERRE,180,20-01-1982,FALSE,Forward,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,NKOULOU,NICOLAS,185,27-03-1990,FALSE,Defender,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,FEUDJOU,LOIC,178,14-04-1992,FALSE,Goalkeeper,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,NGUEMO,LANDRY,172,28-11-1985,FALSE,Midfielder,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,MATIP,JOEL,194,08-08-1991,FALSE,Midfielder,0,0,1,0,,,
Cameroon,Yaounde,23.03,Volker Finke,MAKOUN,JEAN,170,29-05-1983,FALSE,Midfielder,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,BEDIMO,HENRI,176,04-06-1984,FALSE,Defender,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,OLINGA,FABRICE,177,12-05-1996,FALSE,Forward,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,CHOUPO MOTING,ERIC,190,23-03-1989,FALSE,Forward,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,EYONG,ENOH,180,23-03-1986,FALSE,Midfielder,1,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,SALLI,EDGAR,163,17-08-1992,FALSE,Midfielder,1,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,NOUNKEU,DANY,183,11-04-1986,FALSE,Defender,1,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,ITANDJE,CHARLES,185,02-11-1982,FALSE,Goalkeeper,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,DJEUGOUE,CEDRIC,175,28-08-1992,FALSE,Defender,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,ASSOU EKOTTO,BENOIT,178,24-03-1984,FALSE,Defender,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,MOUKANDJO,BENJAMIN,178,12-11-1988,FALSE,Forward,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,CHEDJOU,AURELIEN,185,20-06-1985,FALSE,Defender,0,0,0,0,,,
Cameroon,Yaounde,23.03,Volker Finke,NYOM,ALLAN,170,10-05-1988,FALSE,Defender,0,0,0,1,,,
Cameroon,Yaounde,23.03,Volker Finke,SONG,ALEXANDRE,183,09-09-1987,FALSE,Midfielder,0,1,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,ALBORNOZ,MIIKO,180,30-11-1990,FALSE,Defender,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,PINILLA,MAURICIO,185,04-02-1984,FALSE,Forward,1,0,0,1,,,
Chile,Santiago,17.62,Jorge Sampaoli,ISLA,MAURICIO,177,12-06-1988,FALSE,Defender,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,DIAZ,MARCELO,168,30-12-1986,FALSE,Midfielder,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,ROJAS,JOSE,174,23-06-1983,FALSE,Defender,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,FUENZALIDA,JOSE,170,22-02-1985,FALSE,Midfielder,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,VALDIVIA,JORGE,173,19-10-1983,FALSE,Midfielder,0,0,1,1,,,
Chile,Santiago,17.62,Jorge Sampaoli,HERRERA,JOHNNY,183,09-05-1981,FALSE,Goalkeeper,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,BEAUSEJOUR,JEAN,178,01-06-1984,FALSE,Midfielder,0,0,1,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,JARA,GONZALO,177,29-08-1985,FALSE,Defender,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,MEDEL,GARY,171,03-08-1987,FALSE,Defender,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,SILVA,FRANCISCO,178,11-02-1986,FALSE,Midfielder,2,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,GUTIERREZ,FELIPE,175,08-10-1990,FALSE,Midfielder,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,ORELLANA,FABIAN,168,27-01-1986,FALSE,Forward,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,MENA,EUGENIO,174,18-07-1988,FALSE,Defender,2,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,PAREDES,ESTEBAN,179,01-08-1980,FALSE,Forward,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,VARGAS,EDUARDO,175,20-11-1989,FALSE,Forward,0,0,1,1,,,
Chile,Santiago,17.62,Jorge Sampaoli,TOSELLI,CRISTOPHER,181,15-06-1988,FALSE,Goalkeeper,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,BRAVO,CLAUDIO,185,13-04-1983,TRUE,Goalkeeper,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,ARANGUIZ,CHARLES,171,17-04-1989,FALSE,Midfielder,1,0,1,1,,,
Chile,Santiago,17.62,Jorge Sampaoli,CARMONA,CARLOS,179,21-02-1987,FALSE,Midfielder,0,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,VIDAL,ARTURO,178,22-05-1987,FALSE,Midfielder,1,0,0,0,,,
Chile,Santiago,17.62,Jorge Sampaoli,SANCHEZ,ALEXIS,169,19-12-1988,FALSE,Forward,0,0,2,2,,,
Columbia,Bogota,49.14,Jose Pekerman,IBARBO,VICTOR,188,19-05-1990,FALSE,Forward,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,GUTIERREZ,TEOFILO,180,17-05-1985,FALSE,Forward,0,0,1,0,,,
Columbia,Bogota,49.14,Jose Pekerman,ARIAS,SANTIAGO,171,13-01-1992,FALSE,Defender,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,ARMERO,PABLO,174,02-11-1986,FALSE,Defender,1,0,1,0,,,
Columbia,Bogota,49.14,Jose Pekerman,YEPES,MARIO,186,13-01-1976,TRUE,Defender,1,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,ZUNIGA,JUAN,171,14-12-1985,FALSE,Defender,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,QUINTERO,JUAN,168,18-01-1993,FALSE,Midfielder,0,0,1,0,,,
Columbia,Bogota,49.14,Jose Pekerman,CUADRADO,JUAN,178,26-05-1988,FALSE,Midfielder,0,0,1,3,,,
Columbia,Bogota,49.14,Jose Pekerman,RODRIGUEZ,JAMES,180,12-07-1991,FALSE,Midfielder,1,0,6,2,,,
Columbia,Bogota,49.14,Jose Pekerman,MARTINEZ,JACKSON,186,03-10-1986,FALSE,Forward,0,0,2,0,,,
Columbia,Bogota,49.14,Jose Pekerman,GUARIN,FREDY,187,30-06-1986,FALSE,Midfielder,1,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,MONDRAGON,FARYD,191,21-06-1971,FALSE,Goalkeeper,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,BALANTA,EDER,181,28-02-1993,FALSE,Defender,0,0,0,0,,,
Columbia,Bogota,49.14,Jose Pekerman,OSPINA,DAVID,183,31-08-1988,FALSE,Goalkeeper,0,0,0,0,,,
